time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-04-23T14:57:30.700Z,51.7467,176.3821,55.98,5.3,mb,,109,1.713,0.85,us,us200028ka,2015-05-01T20:04:00.935Z,"74km SSE of Buldir Island, Alaska",earthquake
2015-04-23T14:53:03.800Z,19.3143,-65.999,84,3,Md,5,259.2,1.04563899,0.17,pr,pr15113002,2015-04-23T22:55:46.129Z,"94km N of San Juan, Puerto Rico",earthquake
2015-04-23T14:49:22.600Z,17.9848,-66.341,8,2.5,Md,17,147.6,0.20212094,0.27,pr,pr15113001,2015-04-23T15:30:37.135Z,"1km S of Parcelas Penuelas, Puerto Rico",earthquake
2015-04-23T14:31:40.050Z,45.7368,142.1024,304,5,mb,,104,1.304,0.98,us,us200028jz,2015-04-23T15:02:38.135Z,"46km NNE of Makubetsu, Japan",earthquake
2015-04-23T12:23:42.890Z,41.9182,142.2571,53.77,4.5,mb,,107,0.678,0.64,us,us200028jn,2015-04-23T20:26:22.946Z,"47km S of Shizunai, Japan",earthquake
2015-04-23T11:14:13.520Z,-30.8772,-178.0532,10,4.7,mb,,115,1.63,0.79,us,us200028jh,2015-04-23T19:16:55.022Z,"101km NE of L'Esperance Rock, New Zealand",earthquake
2015-04-23T10:52:20.710Z,1.7074,128.6382,63.94,4.6,mb,,111,1.574,1.21,us,us200028je,2015-04-23T18:54:58.483Z,"69km E of Tobelo, Indonesia",earthquake
2015-04-23T10:45:04.000Z,56.7713,-154.4008,43.4,3,ml,,,,0.42,ak,ak11559176,2015-05-01T20:05:34.901Z,"89km SSW of Larsen Bay, Alaska",earthquake
2015-04-23T10:39:27.000Z,53.8161,-163.8865,20.8,2.5,ml,,,,0.35,ak,ak11574348,2015-05-01T20:05:52.395Z,"119km SSW of False Pass, Alaska",earthquake
2015-04-23T10:01:38.000Z,56.5773,-156.0594,20.6,3.4,ml,,,,0.74,ak,ak11574344,2015-05-01T20:05:00.323Z,"88km NNW of Chirikof Island, Alaska",earthquake
2015-04-23T09:52:42.000Z,56.5308,-156.0944,51.8,3.2,ml,,,,0.76,ak,ak11559171,2015-05-01T20:04:42.048Z,"83km NNW of Chirikof Island, Alaska",earthquake
2015-04-23T09:02:13.000Z,57.9079,-142.9024,10.9,3.1,ml,,,,0.58,ak,ak11559139,2015-05-01T20:05:17.885Z,"241km S of Cape Yakataga, Alaska",earthquake
2015-04-23T08:31:04.170Z,-33.2693,-179.2935,32.07,4.5,mb,,182,4.71,1.07,us,us20002a65,2015-05-10T06:09:42.359Z,"206km S of L'Esperance Rock, New Zealand",earthquake
2015-04-23T07:01:35.350Z,46.1554,152.9442,38.94,4.4,mb,,136,7.068,0.69,us,us20002a60,2015-05-10T05:49:48.947Z,"Kuril Islands",earthquake
2015-04-23T06:20:40.500Z,36.624,-97.6568,5.85,3.7,mwr,,,,0.87,us,us200028ih,2015-05-16T10:43:48.545Z,"21km SSE of Medford, Oklahoma",earthquake
2015-04-23T05:21:31.600Z,36.629,-97.654,6.5,3.4,ml,,,,0.71,us,us20002a68,2015-05-16T08:43:16.206Z,"20km SSE of Medford, Oklahoma",earthquake
2015-04-23T05:20:01.400Z,36.6236,-97.6575,7.098,3,ml,,61,,0.83,us,us200028i7,2015-05-16T08:58:59.667Z,"21km SSE of Medford, Oklahoma",earthquake
2015-04-23T05:02:52.900Z,18.5858,-66.924,115,2.5,Md,9,226.8,0.21290072,0.2,pr,pr15113000,2015-05-16T09:08:48.499Z,"12km N of Quebradillas, Puerto Rico",earthquake
2015-04-23T04:49:13.770Z,-17.6385,-69.4738,167.99,4.7,mb,,85,0.693,0.76,us,us200028i2,2015-05-12T03:18:46.431Z,"62km ESE of Tarata, Peru",earthquake
2015-04-23T04:24:57.210Z,15.9095,-97.0058,27.7,4.2,mwr,,120,0.566,0.63,us,us200028hz,2015-05-12T03:02:00.031Z,"9km NE of Puerto Escondido, Mexico",earthquake
2015-04-23T04:13:54.170Z,38.8035,-122.7733333,1.61,2.79,md,80,24,0.01102,0.07,nc,nc72433530,2015-04-23T23:50:05.245Z,"3km NNW of The Geysers, California",earthquake
2015-04-23T04:09:54.000Z,52.2054,-173.8375,177.9,4.1,mb,,,,0.82,us,us20002a4p,2015-05-12T02:29:34.582Z,"24km E of Atka, Alaska",earthquake
2015-04-23T03:23:32.460Z,43.2297,-126.8732,10,3,ml,,266,1.895,0.81,us,us20002a5w,2015-05-12T00:47:03.727Z,"200km W of Bandon, Oregon",earthquake
2015-04-23T02:21:42.190Z,36.6439,-97.6794,6.45,2.9,ml,,,,0.53,us,us200028hl,2015-05-12T00:28:52.706Z,"18km SSE of Medford, Oklahoma",earthquake
2015-04-23T01:34:30.660Z,36.7251,-97.921,5,2.6,ml,,,,0.44,us,us200028hp,2015-05-12T00:12:43.260Z,"19km WSW of Medford, Oklahoma",earthquake
2015-04-23T01:04:08.280Z,-13.6486,166.6028,62.09,4.2,mb,,129,7.747,0.38,us,us20002a5u,2015-05-11T22:53:55.351Z,"105km WNW of Sola, Vanuatu",earthquake
2015-04-22T23:31:41.051Z,41.3021,-116.5488,15.8394,2.84,ml,8,153.04,0.308,0.1826,nn,nn00491054,2015-05-14T05:17:39.393Z,"75km NNW of Carlin, Nevada",earthquake
2015-04-22T23:07:30.750Z,-31.4858,76.7845,10,4.9,mb,,70,33.868,0.61,us,us20002a45,2015-05-14T05:05:44.260Z,"Mid-Indian Ridge",earthquake
2015-04-22T22:57:15.650Z,-12.0401,166.4328,72,6.2,mww,,28,6.876,0.66,us,us200028gt,2015-05-14T04:50:52.691Z,"160km SSE of Lata, Solomon Islands",earthquake
2015-04-22T22:42:42.320Z,-41.6929,174.2878,20,4.7,mwr,,93,0.078,1.01,us,us200028gs,2015-05-13T05:48:03.954Z,"34km SE of Blenheim, New Zealand",earthquake
2015-04-22T22:36:41.850Z,-41.7253,174.3149,21.79,4.2,mb,,127,0.079,0.61,us,us200028gq,2015-05-13T05:32:08.411Z,"38km SE of Blenheim, New Zealand",earthquake
2015-04-22T22:32:28.700Z,36.7201,-97.9275,5.568,2.5,ml,,57,,0.33,us,us200028ng,2015-05-07T04:19:35.851Z,"19km WSW of Medford, Oklahoma",earthquake
2015-04-22T22:15:33.300Z,-8.8122,126.0284,35,4.5,mb,,46,1.974,0.93,us,us200028gj,2015-05-14T23:35:34.992Z,"51km E of Aileu, East Timor",earthquake
2015-04-22T21:52:11.000Z,52.3867,-171.0496,42.2,2.8,ml,,201,,1,us,us20002ack,2015-05-13T05:03:09.664Z,"18km SE of Amukta Island, Alaska",earthquake
2015-04-22T21:16:51.000Z,60.3998,-152.0604,86.8,2.6,ml,,,,0.6,ak,ak11558891,2015-05-10T04:57:40.985Z,"38km ESE of Redoubt Volcano, Alaska",earthquake
2015-04-22T21:13:00.420Z,-16.5667,-69.653,192.38,4.4,mb,,88,1.203,1.04,us,us200028fp,2015-05-15T00:08:04.982Z,"44km SSW of Juli, Peru",earthquake
2015-04-22T20:57:04.980Z,36.9129,-97.625,5,3.1,mb_lg,,29,0.172,0.28,us,us200028f9,2015-04-23T18:31:29.688Z,"13km S of Caldwell, Kansas",earthquake
2015-04-22T20:20:09.900Z,36.719,-98.5813,5,2.9,ml,,131,,0.48,us,us200028eq,2015-04-23T18:25:58.651Z,"12km SE of Alva, Oklahoma",earthquake
2015-04-22T20:19:55.350Z,35.0669,26.8047,10,4.2,mb,,107,0.56,1.43,us,us200028ep,2015-04-23T17:48:31.383Z,"52km ESE of Palaikastron, Greece",earthquake
2015-04-22T19:27:24.350Z,-11.7533,166.5427,82.69,4.8,mb,,143,6.879,1.2,us,us200028ec,2015-04-23T18:16:11.313Z,"138km SE of Lata, Solomon Islands",earthquake
2015-04-22T17:54:14.500Z,19.3633,-65.9158,60,3.1,Md,9,259.2,1.05552046,0.28,pr,pr15112004,2015-04-23T01:56:43.206Z,"101km NNE of San Juan, Puerto Rico",earthquake
2015-04-22T17:03:16.280Z,-30.6459,-178.308,68.63,5.2,mb,,58,1.434,0.86,us,us200028dr,2015-04-23T01:05:51.288Z,"103km NNE of L'Esperance Rock, New Zealand",earthquake
2015-04-22T16:53:38.890Z,12.3237,144.2674,31.88,4.4,mb,,81,1.387,0.91,us,us20002a3v,2015-05-04T03:22:14.156Z,"112km SSW of Merizo Village, Guam",earthquake
2015-04-22T16:38:27.600Z,-6.6796,129.5269,158.22,4.4,mb,,83,2.182,0.4,us,us20002a3u,2015-05-04T03:17:38.312Z,"242km NW of Saumlaki, Indonesia",earthquake
2015-04-22T15:55:38.400Z,38.1338,20.3827,29.01,4.2,mb,,95,1.551,1.39,us,us200028c5,2015-05-04T03:12:18.697Z,"8km SSW of Lixourion, Greece",earthquake
2015-04-22T15:38:56.650Z,53.4408,-163.4262,32.26,2.8,ml,,240,1.303,0.3,us,us200028ea,2015-05-04T03:03:14.812Z,"156km S of False Pass, Alaska",earthquake
2015-04-22T15:33:51.930Z,46.1088,-74.6623,18,2.5,mb_lg,,,,0.68,us,us20002c2v,2015-05-05T23:43:34.575Z,"9km SSW of Mont-Tremblant, Canada",earthquake
2015-04-22T13:48:10.810Z,37.047,-97.9224,5,2.8,mb_lg,,65,0.073,0.38,us,us200028fi,2015-04-26T13:33:06.637Z,"15km SE of Anthony, Kansas",earthquake
2015-04-22T13:45:50.200Z,9.9324,125.9974,76.36,4.5,mb,,77,2.874,0.84,us,us200028bn,2015-04-26T13:55:18.389Z,"2km SSW of San Benito, Philippines",earthquake
2015-04-22T13:35:24.263Z,41.1802,-116.2214,1.0926,3,ml,18,156.76,0.201,0.1299,nn,nn00490973,2015-04-26T14:15:36.040Z,"52km N of Carlin, Nevada",earthquake
2015-04-22T10:27:57.300Z,18.8372,-66.5855,15,2.6,Md,3,331.2,0.51203971,0.28,pr,pr15112002,2015-04-22T18:30:25.010Z,"42km NNE of Arecibo, Puerto Rico",earthquake
2015-04-22T09:53:07.790Z,36.5473,-98.9855,5,2.6,mb_lg,,182,0.168,0.12,us,us200028at,2015-04-22T12:39:47.703Z,"23km ENE of Mooreland, Oklahoma",earthquake
2015-04-22T07:06:53.950Z,-13.6385,166.6667,53.72,4.7,mb,,104,1.871,1.2,us,us200028ab,2015-04-22T15:09:26.552Z,"99km WNW of Sola, Vanuatu",earthquake
2015-04-22T06:00:11.060Z,-37.6248,-73.6487,10,4.7,mb,,153,2.127,0.93,us,us200028a4,2015-04-22T16:45:21.607Z,"0km S of Lebu, Chile",earthquake
2015-04-22T05:40:12.000Z,19.1942,-68.0719,27,3,Md,11,266.4,0.73661853,0.41,pr,pr15112003,2015-04-22T13:42:54.253Z,"76km NNE of Punta Cana, Dominican Republic",earthquake
2015-04-22T05:38:37.500Z,18.9815,-68.1524,70,3.3,Md,12,259.2,0.51203971,0.51,pr,pr15112001,2015-04-22T13:41:08.910Z,"51km NNE of Punta Cana, Dominican Republic",earthquake
2015-04-22T04:00:58.380Z,44.3873,148.2211,71.69,4.1,mb,,176,4.052,0.77,us,us20002a39,2015-05-07T05:58:39.382Z,"97km SSE of Kuril'sk, Russia",earthquake
2015-04-22T03:39:05.630Z,9.8849,-85.3629,58.35,4.2,mb,,182,0.319,0.93,us,us20002a38,2015-05-07T05:48:20.769Z,"17km E of Samara, Costa Rica",earthquake
2015-04-22T01:54:12.150Z,59.3058,-30.2599,10,4.7,mb,,43,6.884,0.73,us,us2000289p,2015-05-01T05:46:18.086Z,"Reykjanes Ridge",earthquake
2015-04-22T01:53:15.800Z,59.5175,-30.5338,10,4.2,mb,,158,6.789,1.27,us,us20002a36,2015-05-01T05:34:59.685Z,"Reykjanes Ridge",earthquake
2015-04-22T01:42:05.160Z,59.0408,-30.4249,10,4.1,mb,,238,7.153,0.72,us,us20002a3a,2015-05-01T05:18:42.289Z,"Reykjanes Ridge",earthquake
2015-04-22T01:29:14.710Z,28.9267,82.3796,47.72,4.3,mb,,99,9.105,1.36,us,us20002a35,2015-05-01T05:08:05.340Z,"43km SSE of Jumla, Nepal",earthquake
2015-04-22T01:08:38.450Z,-5.079,152.6294,60.98,4.1,mb,,171,0.996,1.34,us,us20002a34,2015-05-01T04:58:15.118Z,"81km SSW of Taron, Papua New Guinea",earthquake
2015-04-22T01:03:55.100Z,-5.6633,103.419,61.95,4,mb,,175,1.374,0.62,us,us20002a33,2015-05-01T04:36:15.465Z,"77km WSW of Biha, Indonesia",earthquake
2015-04-22T00:51:14.800Z,36.862,-98.2073,5,2.5,ml,,113,,0.45,us,us200028cb,2015-05-01T04:21:35.714Z,"17km NE of Cherokee, Oklahoma",earthquake
2015-04-22T00:35:32.520Z,52.1129,-172.8096,91.9,3.9,mb,,151,0.81,1.01,us,us20002a32,2015-05-01T03:52:31.646Z,"95km E of Atka, Alaska",earthquake
2015-04-22T00:24:16.000Z,61.8947,-149.4215,38.6,3.3,ml,,,,0.45,ak,ak11558524,2015-05-01T18:14:52.733Z,"19km NNW of Fishhook, Alaska",earthquake
2015-04-22T00:22:13.050Z,1.5638,126.4897,40.19,4.4,mb,,79,1.178,0.98,us,us2000289i,2015-05-01T03:24:16.508Z,"130km NW of Kota Ternate, Indonesia",earthquake
2015-04-21T23:26:05.030Z,58.4082,-137.8193,10,2.7,ml,,,,0.87,us,us200029r1,2015-05-05T23:22:02.406Z,"121km W of Gustavus, Alaska",earthquake
2015-04-21T23:07:09.040Z,37.2278,70.9321,97.46,4.1,mb,,104,0.302,0.86,us,us2000289d,2015-05-01T02:55:14.522Z,"33km ENE of Fayzabad, Afghanistan",earthquake
2015-04-21T22:49:36.500Z,31.096,50.503,8,4.3,mb,,,,0.92,us,us20002895,2015-05-10T03:57:57.700Z,"33km N of Dehdasht, Iran",earthquake
2015-04-21T22:23:07.930Z,-13.7661,167.2598,204.64,4.5,mb,,137,1.672,0.6,us,us200029vf,2015-05-07T05:03:04.512Z,"33km WNW of Sola, Vanuatu",earthquake
2015-04-21T21:14:25.340Z,38.7438333,-122.7026667,1.93,2.68,md,75,33,0.007612,0.08,nc,nc72432380,2015-04-23T18:50:53.320Z,"5km SE of The Geysers, California",earthquake
2015-04-21T21:03:20.200Z,36.3471,-97.3885,5.824,2.8,ml,,89,,0.44,us,us200028ee,2015-05-01T05:53:59.306Z,"11km NW of Perry, Oklahoma",earthquake
2015-04-21T20:32:31.230Z,-1.6987,138.6353,28.87,4.9,mb,,61,6.495,0.73,us,us2000287d,2015-04-24T20:41:48.372Z,"240km WNW of Abepura, Indonesia",earthquake
2015-04-21T20:14:40.670Z,-8.8497,124.1859,112.41,4.1,mb,,84,0.903,1.49,us,us20002875,2015-04-24T20:30:26.880Z,"73km NNW of Kefamenanu, Indonesia",earthquake
2015-04-21T19:44:11.600Z,36.3409,-97.0588,3.192,2.7,mb_lg,,83,,0.6,us,us2000288i,2015-04-24T20:28:01.404Z,"21km ENE of Perry, Oklahoma",earthquake
2015-04-21T19:10:18.260Z,-6.3571,154.7552,68.01,5.3,mwb,,16,3.359,0.78,us,us2000286u,2015-04-24T18:56:50.634Z,"80km W of Panguna, Papua New Guinea",earthquake
2015-04-21T19:09:16.300Z,19.156,-64.1321,67,2.8,Md,4,327.6,0.70966907,0.23,pr,pr15111006,2015-04-24T18:09:52.040Z,"96km NNE of Road Town, British Virgin Islands",earthquake
2015-04-21T19:07:19.000Z,36.5097,-99.0476,10.5,2.8,mb_lg,,238,,0.82,us,us20002879,2015-04-24T18:00:34.847Z,"16km ENE of Mooreland, Oklahoma",earthquake
2015-04-21T19:00:21.220Z,-14.7304,-71.2532,153,5.3,mwb,,60,3.723,1.2,us,us2000286l,2015-04-24T17:50:40.160Z,"28km SSW of Layo, Peru",earthquake
2015-04-21T18:50:59.700Z,36.3275,-97.5284,6.923,2.8,ml,,58,,0.54,us,us20002872,2015-04-24T14:00:49.315Z,"21km W of Perry, Oklahoma",earthquake
2015-04-21T18:42:02.300Z,36.5999,-97.6202,5.416,2.9,ml,,65,,0.44,us,us2000286f,2015-04-24T13:58:10.112Z,"25km SSE of Medford, Oklahoma",earthquake
2015-04-21T18:40:44.580Z,46.2669,152.9447,47.46,4.7,mb,,136,7.049,0.81,us,us2000286h,2015-04-24T13:50:50.948Z,"Kuril Islands",earthquake
2015-04-21T18:17:56.000Z,52.561,-131.756,19,4.1,Ml,9,201.6,0.59827798,0.87,at,at00nn65hw,2015-04-21T18:23:30.905Z,"163km S of Masset, Canada",earthquake
2015-04-21T18:01:10.000Z,53.8317,-164.2941,54.9,2.7,ml,,,,0.35,ak,ak11558262,2015-04-28T00:30:51.584Z,"102km ESE of Akutan, Alaska",earthquake
2015-04-21T17:04:28.000Z,58.1033,-156.9502,5.3,3,ml,,,,0.49,ak,ak11558227,2015-04-28T00:30:33.856Z,"67km SSW of King Salmon, Alaska",earthquake
2015-04-21T17:04:15.000Z,52.9078,-167.7149,46.3,3.3,ml,,,,2.7,us,us20002869,2015-04-28T00:31:01.141Z,"77km E of Nikolski, Alaska",earthquake
2015-04-21T17:01:20.470Z,53.8047,-164.2511,40.26,3.7,mb,,195,0.957,1.04,us,us2000285r,2015-04-28T00:31:03.253Z,"106km ESE of Akutan, Alaska",earthquake
2015-04-21T16:35:37.940Z,46.3719,152.8949,60.53,4.9,mb,,160,6.999,0.6,us,us2000285g,2015-04-22T00:38:13.089Z,"Kuril Islands",earthquake
2015-04-21T16:34:41.530Z,38.8205,-122.8105,3.69,2.68,md,74,22,0.00291,0.06,nc,nc72432140,2015-04-23T18:50:33.570Z,"6km NW of The Geysers, California",earthquake
2015-04-21T16:10:36.340Z,14.4227,56.2698,10,4.7,mb,,85,2.917,0.83,us,us20002857,2015-04-22T00:13:08.461Z,"Owen Fracture Zone region",earthquake
2015-04-21T15:16:34.000Z,50.5891,-173.4538,65.9,3.3,ml,,,,0.64,ak,ak11558192,2015-04-28T00:32:07.157Z,"186km SSE of Atka, Alaska",earthquake
2015-04-21T14:53:30.700Z,35.5779,-96.9,5.559,2.5,ml,,163,,0.3,us,us20002850,2015-04-21T17:05:35.908Z,"8km N of Meeker, Oklahoma",earthquake
2015-04-21T14:02:19.370Z,28.8456,82.3889,41.84,5,mb,,35,7.68,0.56,us,us2000281p,2015-04-28T08:55:27.613Z,"51km SSE of Jumla, Nepal",earthquake
2015-04-21T14:01:04.000Z,51.8963,-173.288,41.4,2.5,ml,,,,0.66,ak,ak11558158,2015-04-28T00:33:33.360Z,"70km ESE of Atka, Alaska",earthquake
2015-04-21T13:46:30.840Z,-18.2298,-178.21,505.48,5.1,mb,,22,3.589,0.64,us,us2000281l,2015-04-21T21:49:05.243Z,"272km N of Ndoi Island, Fiji",earthquake
2015-04-21T13:33:15.000Z,58.0378,-155.7437,200,2.7,ml,,,,,ak,ak11558133,2015-04-21T21:35:57.488Z,"90km SE of King Salmon, Alaska",earthquake
2015-04-21T13:01:24.320Z,15.9984,-96.6682,35,4.9,mb,,123,2.393,0.58,us,us2000281f,2015-05-02T01:59:25.734Z,"35km S of Santa Cruz Xitla, Mexico",earthquake
2015-04-21T12:44:17.100Z,18.8815,-64.7137,15,2.9,Md,13,241.2,0.47161552,0.23,pr,pr15111004,2015-04-21T20:46:56.706Z,"52km N of Road Town, British Virgin Islands",earthquake
2015-04-21T12:39:30.000Z,58.0845,-155.9561,201,2.5,ml,,,,0.17,ak,ak11558115,2015-04-21T20:42:03.020Z,"78km SSE of King Salmon, Alaska",earthquake
2015-04-21T12:28:57.000Z,50.9843,178.4462,6.9,2.5,ml,,,,0.22,ak,ak11572383,2015-05-01T16:28:14.108Z,"107km S of Little Sitkin Island, Alaska",earthquake
2015-04-21T11:45:12.000Z,59.9727,-153.6006,165.5,2.6,ml,,,,0.57,ak,ak11558104,2015-04-28T00:32:24.126Z,"74km SW of Redoubt Volcano, Alaska",earthquake
2015-04-21T11:21:12.190Z,-6.1072,149.8223,53.49,5.3,mb,,42,3.01,0.99,us,us20002813,2015-04-21T11:53:15.023Z,"32km ENE of Kandrian, Papua New Guinea",earthquake
2015-04-21T11:16:46.000Z,47.478,-70.187,11.6,2.9,mb_lg,,,,0.57,us,us2000289u,2015-04-22T02:50:05.539Z,"17km NNW of La Pocatiere, Canada",earthquake
2015-04-21T11:06:02.990Z,23.9043,122.597,10,4.4,mb,,105,0.676,0.94,us,us20002812,2015-04-21T19:08:39.638Z,"74km SSW of Yonakuni, Japan",earthquake
2015-04-21T10:33:54.000Z,51.5009,-178.3435,4.3,2.5,ml,,,,0.72,ak,ak11558087,2015-04-28T00:31:27.403Z,"44km SSW of Tanaga Volcano, Alaska",earthquake
2015-04-21T10:17:03.900Z,44.4611,-114.166,12,2.6,mc,34,53.9999956800003,0.1302557,0.18,mb,mb15821538,2015-04-22T22:34:01.283Z,"7km SE of Challis, Idaho",earthquake
2015-04-21T09:47:40.100Z,18.4873,-64.4805,92,2.6,Md,3,187.2,0.07456017,0.01,pr,pr15111003,2015-04-21T17:50:10.594Z,"16km ENE of Road Town, British Virgin Islands",earthquake
2015-04-21T09:37:30.100Z,34.9309,26.8414,10,4.1,mb,,113,0.668,1.27,us,us2000280w,2015-04-21T17:40:11.314Z,"61km ESE of Palaikastron, Greece",earthquake
2015-04-21T08:34:58.100Z,36.3314,-97.5204,6.561,2.7,ml,,57,,0.35,us,us20002830,2015-05-05T10:11:05.783Z,"21km WNW of Perry, Oklahoma",earthquake
2015-04-21T08:33:36.000Z,57.9702,-155.8797,198.6,2.6,ml,,,,0.23,ak,ak11558077,2015-04-21T16:36:20.447Z,"92km SSE of King Salmon, Alaska",earthquake
2015-04-21T08:14:36.740Z,-5.0001,152.6192,54.91,4.5,mb,,115,0.923,0.49,us,us200029uy,2015-05-05T06:26:50.449Z,"74km SW of Taron, Papua New Guinea",earthquake
2015-04-21T08:09:01.210Z,23.8974,122.6102,31.73,4.4,mb,,74,0.675,0.7,us,us2000280z,2015-05-04T08:32:31.948Z,"74km SSW of Yonakuni, Japan",earthquake
2015-04-21T07:45:39.050Z,51.8398,178.5197,119.8,2.6,ml,,157,0.096,0.26,us,us200029r4,2015-05-04T06:51:44.147Z,"12km S of Little Sitkin Island, Alaska",earthquake
2015-04-21T07:39:44.000Z,59.9067,-153.189,128.6,2.5,ml,,,,0.59,ak,ak11558058,2015-05-04T06:12:00.040Z,"69km SSW of Redoubt Volcano, Alaska",earthquake
2015-04-21T07:33:00.580Z,46.2738,152.8711,49.04,4.8,mb,,71,6.998,0.56,us,us2000280g,2015-05-03T11:17:31.576Z,"Kuril Islands",earthquake
2015-04-21T07:18:07.620Z,21.238,-155.841,17.48,3.2,ml,,239,0.61,0.25,us,us200028ez,2015-05-03T09:09:09.650Z,"52km NE of Wailua, Hawaii",earthquake
2015-04-21T06:04:24.700Z,18.7541,-67.3526,7,2.8,Md,10,309.6,0.36561432,0.12,pr,pr15111001,2015-04-21T14:06:50.934Z,"39km NW of San Antonio, Puerto Rico",earthquake
2015-04-21T05:55:09.000Z,58.2369,-156.163,201.5,3,ml,,,,0.25,ak,ak11558046,2015-04-21T13:57:51.567Z,"58km SSE of King Salmon, Alaska",earthquake
2015-04-21T05:01:17.600Z,36.3313,-97.5175,6.962,2.7,ml,,57,,0.38,us,us2000281n,2015-04-21T22:19:50.010Z,"21km WNW of Perry, Oklahoma",earthquake
2015-04-21T04:47:47.450Z,13.8866,144.584,159.07,4,mb,,119,0.404,0.41,us,us200029vl,2015-05-07T02:40:28.662Z,"48km NNW of Asan-Maina Village, Guam",earthquake
2015-04-21T04:34:00.560Z,1.6284,126.5593,51.15,4.3,mb,,154,1.172,0.54,us,us200029ur,2015-05-07T02:21:26.578Z,"129km NW of Kota Ternate, Indonesia",earthquake
2015-04-21T03:29:14.200Z,18.9734,-65.1729,41,2.8,Md,6,259.2,0.65127858,0.31,pr,pr15111002,2015-05-07T02:15:52.872Z,"74km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-04-21T02:38:56.700Z,36.3446,-97.0808,3.322,2.7,ml,,110,,0.54,us,us2000286g,2015-05-06T05:59:49.513Z,"19km ENE of Perry, Oklahoma",earthquake
2015-04-21T02:02:27.030Z,42.489,18.573,9,2.9,ml,,,,1,us,us2000288p,2015-05-06T05:40:35.715Z,"4km NE of Herceg-Novi, Montenegro",earthquake
2015-04-21T02:01:17.400Z,-15.1164,-173.2133,87.06,4.5,mb,,110,1.836,0.57,us,us200029up,2015-05-06T05:36:23.934Z,"108km NNE of Hihifo, Tonga",earthquake
2015-04-21T01:57:40.300Z,35.23,26.76,9,4,mb,,,,1.26,us,us200027zd,2015-05-06T01:54:08.520Z,"46km E of Palaikastron, Greece",earthquake
2015-04-21T01:45:02.300Z,19.4705,-65.6696,78,3.1,Md,4,324,1.2046408,0.28,pr,pr15111000,2015-05-06T01:37:13.371Z,"116km N of Suarez, Puerto Rico",earthquake
2015-04-21T00:17:28.930Z,14.1208,92.9493,27.07,5.1,mb,,46,7.052,0.75,us,us200027ye,2015-04-27T23:52:07.751Z,"268km N of Bamboo Flat, India",earthquake
2015-04-21T00:11:41.400Z,-15.9148,-174.4991,10,4.1,mb,,220,5.377,0.31,us,us200029uq,2015-05-02T04:01:09.886Z,"80km W of Hihifo, Tonga",earthquake
2015-04-20T23:04:07.910Z,13.1675,57.4031,10,4.1,mb,,124,3.393,1.02,us,us200029ua,2015-05-02T03:49:13.643Z,"Owen Fracture Zone region",earthquake
2015-04-20T22:01:40.430Z,33.3436,139.1949,199.09,4.3,mb,,74,0.566,0.91,us,us200027ws,2015-05-01T02:37:00.970Z,"63km WNW of Hachijo-jima, Japan",earthquake
2015-04-20T21:46:47.260Z,22.6731,143.2141,85.74,4.2,mb,,99,4.501,0.6,us,us200029u8,2015-05-01T02:31:28.664Z,"293km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2015-04-20T21:25:41.000Z,51.8415,179.6371,194.2,2.6,ml,,,,0.35,us,us200029iz,2015-05-01T02:21:04.970Z,"12km SSE of Semisopochnoi Island, Alaska",earthquake
2015-04-20T21:22:57.300Z,36.9428,-97.6275,5,2.7,ml,,48,,0.42,us,us200028k4,2015-05-01T01:09:50.441Z,"10km S of Caldwell, Kansas",earthquake
2015-04-20T21:11:04.960Z,14.9502,-61.297,147.73,4.3,mb,,58,0.258,0.63,us,us200029u7,2015-05-01T01:02:42.093Z,"21km WNW of Basse-Pointe, Martinique",earthquake
2015-04-20T21:00:28.700Z,36.8153,-97.7616,5.485,2.7,ml,,37,,0.49,us,us200028kg,2015-05-01T00:16:23.364Z,"2km WNW of Medford, Oklahoma",earthquake
2015-04-20T20:30:05.000Z,51.6137,179.523,74.6,2.7,ml,,,,0.53,ak,ak11557843,2015-04-27T05:32:34.235Z,"37km S of Semisopochnoi Island, Alaska",earthquake
2015-04-20T20:02:07.290Z,-6.1417,150.5714,67.77,4.9,mb,,52,2.503,0.72,us,us200027v4,2015-04-21T04:04:36.818Z,"80km SE of Kimbe, Papua New Guinea",earthquake
2015-04-20T19:25:59.550Z,33.463,-116.6055,12.36,2.57,ml,87,23,0.03174,0.21,ci,ci37148847,2015-04-21T23:57:40.912Z,"12km SSE of Anza, California",earthquake
2015-04-20T18:50:51.000Z,36.8445,-97.878,4.67,2.5,ml,,67,,0.66,us,us200027uw,2015-04-21T06:57:05.162Z,"13km WNW of Medford, Oklahoma",earthquake
2015-04-20T18:20:08.700Z,19.4008,-155.4102,10.5,2.7,Ml,,36,0.05389892,0.09,hv,hv60899111,2015-04-21T02:22:34.870Z,"18km W of Volcano, Hawaii",earthquake
2015-04-20T18:19:53.390Z,-62.0359,161.044,10,5,mb,,42,15.563,1.15,us,us200027ul,2015-04-21T02:22:28.028Z,"Balleny Islands region",earthquake
2015-04-20T17:58:41.000Z,51.769,176.4294,38.3,2.6,ml,,,,0.48,ak,ak11571059,2015-05-01T01:50:11.123Z,"74km SSE of Buldir Island, Alaska",earthquake
